organisation_id,subsidiary_id,organisation_size,submission_period,packaging_activity,packaging_type,packaging_class,packaging_material,packaging_material_subtype,from_country,to_country,packaging_material_weight,packaging_material_units,transitional_packaging_units,ram_rag_rating
105147,,L,2025-H1,PF,NH,P2,PC,,,,24877621,,,
105147,,L,2025-H1,PF,NH,P2,PL,,,,33908193,,,
105147,,L,2025-H1,PF,NH,P4,PL,,,,45098982,,,
105147,,L,2025-H1,SO,HH,P1,AL,,,,43595080,,,R
105147,,L,2025-H1,SO,HH,P1,AL,,,,49278733,,,G
105147,,L,2025-H1,SO,HH,P1,GL,,,,7882680,,,G
105147,,L,2025-H1,SO,HH,P1,PC,,,,36728917,,,G
105147,,L,2025-H1,SO,HH,P1,PL,Flexible,,,32375463,,,R
105147,,L,2025-H1,SO,HH,P1,PL,Rigid,,,30679609,,,G
102437,,L,2025-H1,SO,HH,P1,FC,,,,36545549,,,
102437,,L,2025-H1,SO,HH,P1,PL,Flexible,,,13474562,,,
102437,,L,2025-H1,SO,NH,P4,PC,,,,46295259,,,
102437,,L,2025-H1,SO,NH,P4,PL,,,,47071146,,,
102437,,L,2025-H1,SO,NH,P4,WD,,,,40547711,,,
102437,,L,2025-H1,SO,RU,P5,WD,,,,22600692,,,
100544,,L,2025-H1,PF,NH,P2,PC,,,,35339857,,,
100544,,L,2025-H1,PF,NH,P2,PL,,,,6833441,,,
100544,,L,2025-H1,PF,NH,P4,PL,,,,2137939,,,
100544,,L,2025-H1,PF,NH,P4,WD,,,,9905569,,,
100544,,L,2025-H1,PF,RU,P5,WD,,,,32035453,,,
100544,,L,2025-H1,SE,HH,P1,AL,,,,29672175,,,
100544,,L,2025-H1,SE,HH,P1,OT,Glue,,,32534548,,,
100544,,L,2025-H1,SE,HH,P1,OT,Ink,,,29010338,,,
100544,,L,2025-H1,SE,HH,P1,PC,,,,18706249,,,
100544,,L,2025-H1,SE,HH,P1,PL,Rigid,,,19299701,,,
100544,,L,2025-H1,,OW,O2,PC,,WS,,30957717,,,
100544,,L,2025-H1,,OW,O2,PL,,WS,,33117149,,,
107840,,L,2025-H1,PF,HH,P1,PL,Flexible,,,41665963,,,
107840,,L,2025-H1,PF,NH,P1,PL,,,,15844700,,,
107840,,L,2025-H1,PF,NH,P2,PL,,,,46930510,,,
107840,,L,2025-H1,PF,NH,P4,ST,,,,6748332,,,
107840,,L,2025-H1,PF,HH,P1,PC,,,,35876249,,,
104770,,L,2025-H1,IM,NH,P1,PC,,,,6192638,,,
104770,,L,2025-H1,IM,NH,P1,PL,,,,17611123,,,
104770,,L,2025-H1,IM,NH,P4,WD,,,,2262803,,,
104770,,L,2025-H1,,OW,O2,PC,,EN,,37528495,,,
104770,,L,2025-H1,,OW,O2,PL,,EN,,30543879,,,
107793,,L,2025-H1,PF,NH,P1,PC,,,,8875311,,,
107793,,L,2025-H1,PF,NH,P1,PL,,,,1427671,,,
107793,,L,2025-H1,PF,NH,P2,PC,,,,49233918,,,
107793,,L,2025-H1,PF,NH,P2,PL,,,,470006,,,
107793,,L,2025-H1,PF,NH,P4,PC,,,,5133954,,,
107793,,L,2025-H1,PF,NH,P4,PL,,,,2950789,,,
107793,,L,2025-H1,SO,HH,P1,PC,,,,3598,,,G
107793,,L,2025-H1,SO,HH,P1,PL,Flexible,,,25748478,,,R
107793,,L,2025-H1,SO,HH,P1,PL,Rigid,,,2600168,,,G
107793,,L,2025-H1,SO,NH,P1,PC,,,,35635733,,,
107793,,L,2025-H1,SO,NH,P1,PL,,,,12112186,,,
107793,,L,2025-H1,SO,NH,P2,PC,,,,14614601,,,
107793,,L,2025-H1,SO,NH,P2,PL,,,,37185465,,,
107793,,L,2025-H1,SO,PB,B1,PL,Flexible,,,829078,,,R
104424,,L,2025-H1,,OW,O2,PC,,EN,,36174655,,,
104424,,L,2025-H1,,OW,O2,ST,,EN,,26615411,,,
104424,,L,2025-H1,,OW,O2,PL,,EN,,47926968,,,
104424,,L,2025-H1,,OW,O2,WD,,EN,,34054117,,,
104424,,L,2025-H1,IM,NH,P1,PC,,,,2061810,,,
104424,,L,2025-H1,IM,NH,P1,PL,,,,27209284,,,
104424,,L,2025-H1,IM,NH,P4,PC,,,,251480,,,
104424,,L,2025-H1,IM,NH,P4,PL,,,,39045039,,,
104424,,L,2025-H1,IM,NH,P4,WD,,,,25058248,,,
104424,,L,2025-H1,IM,RU,P5,WD,,,,27729676,,,
104424,,L,2025-H1,PF,NH,P4,PC,,,,11640185,,,
104424,,L,2025-H1,PF,NH,P4,PL,,,,32611895,,,
104424,,L,2025-H1,PF,NH,P4,WD,,,,41633101,,,
104424,,L,2025-H1,PF,RU,P5,WD,,,,32258009,,,
104609,,L,2025-H1,IM,NH,P2,PC,,,,49504352,,,
104609,,L,2025-H1,IM,NH,P2,PL,,,,8984922,,,
104609,,L,2025-H1,IM,NH,P4,PC,,,,22535174,,,
104609,,L,2025-H1,IM,NH,P4,PL,,,,38864739,,,
104609,,L,2025-H1,IM,NH,P4,WD,,,,41647999,,,
104609,,L,2025-H1,IM,RU,P5,WD,,,,41972611,,,
104609,,L,2025-H1,PF,NH,P4,PC,,,,15362914,,,
104609,,L,2025-H1,PF,NH,P4,PL,,,,10613178,,,
104609,,L,2025-H1,SO,HH,P1,PC,,,,24081469,,,G
104609,,L,2025-H1,SO,HH,P1,PL,Flexible,,,40425,,,R
104609,,L,2025-H1,SO,HH,P1,PL,Rigid,,,11931790,,,R
104609,,L,2025-H1,SO,HH,P3,PC,,,,12633455,,,G
104609,,L,2025-H1,SO,HH,P3,PL,Flexible,,,3802117,,,R
104609,,L,2025-H1,,OW,O2,PC,,EN,,29426592,,,
104609,,L,2025-H1,,OW,O2,PL,,EN,,33294937,,,
104609,,L,2025-H1,,OW,O2,WD,,EN,,20451419,,,
102475,,L,2025-H1,PF,HH,P1,AL,,,,43032740,,,G
102475,,L,2025-H1,PF,HH,P1,PC,,,,45235864,,,G
102475,,L,2025-H1,PF,HH,P1,PL,Rigid,,,16299956,,,R
102475,,L,2025-H1,PF,HH,P1,PL,Rigid,,,123818,,,G
102475,,L,2025-H1,PF,NH,P2,PC,,,,23572839,,,
102475,,L,2025-H1,PF,NH,P4,PC,,,,15293928,,,
102475,,L,2025-H1,PF,NH,P4,PL,,,,35638120,,,
102475,,L,2025-H1,SO,HH,P1,AL,,,,4279922,,,G
102475,,L,2025-H1,SO,HH,P1,PC,,,,22918403,,,G
102475,,L,2025-H1,SO,HH,P1,PL,Flexible,,,46557272,,,R
102475,,L,2025-H1,SO,HH,P1,PL,Rigid,,,14789176,,,R
102475,,L,2025-H1,SO,HH,P1,PL,Rigid,,,10375191,,,A
102475,,L,2025-H1,SO,HH,P1,PL,Rigid,,,16610580,,,G
102475,,L,2025-H1,SO,NH,P1,PC,,,,46352817,,,
102475,,L,2025-H1,SO,NH,P1,PL,,,,36967904,,,
102475,,L,2025-H1,SO,NH,P2,PC,,,,37120093,,,
112807,,L,2025-H1,IM,HH,P1,PC,,,,25374052,,,A
112807,,L,2025-H1,IM,HH,P1,PC,,,,12010383,,,G
112807,,L,2025-H1,IM,HH,P1,PL,Flexible,,,8506278,,,R
112807,,L,2025-H1,IM,HH,P1,PL,Rigid,,,47136087,,,R
112807,,L,2025-H1,IM,NH,P1,PC,,,,2885242,,,
112807,,L,2025-H1,IM,NH,P1,PL,,,,30731658,,,
112807,,L,2025-H1,IM,NH,P2,PC,,,,18126711,,,
112807,,L,2025-H1,IM,NH,P2,PL,,,,11145235,,,
112807,,L,2025-H1,IM,NH,P4,PC,,,,14747278,,,
112807,,L,2025-H1,IM,NH,P4,PL,,,,24028294,,,
112807,,L,2025-H1,IM,NH,P4,WD,,,,47659641,,,
112807,,L,2025-H1,IM,RU,P5,WD,,,,39466655,,,
112807,,L,2025-H1,SE,HH,P1,PC,,,,16956671,,,A
112807,,L,2025-H1,SE,HH,P1,PC,,,,42585599,,,G
112807,,L,2025-H1,SE,HH,P1,PL,Flexible,,,9148067,,,R
112807,,L,2025-H1,SE,HH,P1,PL,Rigid,,,21284742,,,R
112807,,L,2025-H1,SE,NH,P4,PL,,,,37059668,,,
112807,,L,2025-H1,SO,HH,P1,PC,,,,15810682,,,G
112807,,L,2025-H1,SO,NH,P1,PC,,,,45908514,,,
112807,,L,2025-H1,SO,NH,P1,PL,,,,9001012,,,
103638,,L,2025-H1,IM,NH,P1,ST,,,,10157350,,,
103638,,L,2025-H1,IM,NH,P4,PL,,,,39483793,,,
103638,,L,2025-H1,IM,NH,P4,WD,,,,28165349,,,
103638,,L,2025-H1,IM,RU,P5,WD,,,,30531290,,,
103638,,L,2025-H1,PF,NH,P4,PC,,,,17709137,,,
103638,,L,2025-H1,PF,NH,P4,PL,,,,4037560,,,
103638,,L,2025-H1,PF,NH,P4,WD,,,,8177952,,,
103638,,L,2025-H1,PF,RU,P5,WD,,,,9219979,,,
103638,,L,2025-H1,SO,NH,P1,PL,,,,22924797,,,
103638,,L,2025-H1,SO,NH,P1,ST,,,,7784810,,,
103638,,L,2025-H1,SO,NH,P2,PC,,,,23584982,,,
103638,,L,2025-H1,SO,RU,P1,PL,,,,10865359,,,
103638,,L,2025-H1,,OW,O2,ST,,EN,,6626231,,,
103375,,L,2025-H1,PF,NH,P4,PL,,,,47442083,,,
103375,,L,2025-H1,SO,HH,P1,AL,,,,35650174,,,
103375,,L,2025-H1,SO,HH,P1,PC,,,,43949589,,,
103375,,L,2025-H1,SO,NH,P1,AL,,,,25062037,,,
103375,,L,2025-H1,SO,NH,P1,PC,,,,18708965,,,
103375,,L,2025-H1,SO,NH,P1,PL,,,,43148453,,,
103375,,L,2025-H1,SO,NH,P2,PC,,,,34183724,,,
103375,,L,2025-H1,,OW,O2,PC,,EN,,33694904,,,
104798,110128,L,2025-H1,,OW,O2,PC,,EN,,1633492,,,
104798,110128,L,2025-H1,,OW,O2,PL,,EN,,31782467,,,
104798,110128,L,2025-H1,,OW,O2,GL,,EN,,1827127,,,
104798,110128,L,2025-H1,,OW,O2,AL,,EN,,11001860,,,
104798,110128,L,2025-H1,IM,NH,P2,PC,,,,26135126,,,
104798,110128,L,2025-H1,IM,NH,P2,PL,,,,22170260,,,
104798,110128,L,2025-H1,IM,NH,P4,PL,,,,13510008,,,
104798,110128,L,2025-H1,IM,NH,P4,WD,,,,30176606,,,
104798,110128,L,2025-H1,IM,RU,P5,WD,,,,1447000,,,
104798,110128,L,2025-H1,PF,NH,P4,PC,,,,29916007,,,
104798,110128,L,2025-H1,PF,NH,P4,PL,,,,45008883,,,
104798,110128,L,2025-H1,SO,HDC,,GL,,,,12453538,17997928,,
104798,110128,L,2025-H1,SO,HDC,,PL,,,,19875417,75290940,,
104798,110128,L,2025-H1,SO,HH,P1,AL,,,,13207417,,,
104798,110128,L,2025-H1,SO,HH,P1,PL,Flexible,,,21201258,,,
104798,110128,L,2025-H1,SO,NH,P2,PC,,,,32077816,,,
104798,110128,L,2025-H1,SO,NH,P2,PL,,,,20069692,,,
105793,,L,2025-H1,IM,NH,P4,PL,,,,11897089,,,
105793,,L,2025-H1,IM,NH,P4,WD,,,,15502258,,,
105793,,L,2025-H1,IM,RU,P5,WD,,,,34709457,,,
105793,,L,2025-H1,SO,NH,P1,PC,,,,40794361,,,
105793,,L,2025-H1,SO,NH,P1,PL,,,,47274016,,,
105793,,L,2025-H1,SO,NH,P2,PC,,,,23233727,,,
101274,,L,2025-H1,IM,NH,P2,PC,,,,37218779,,,
101274,,L,2025-H1,IM,NH,P4,PC,,,,9029122,,,
101274,,L,2025-H1,IM,NH,P4,PL,,,,23116545,,,
101274,,L,2025-H1,IM,NH,P4,WD,,,,29834492,,,
101274,,L,2025-H1,IM,RU,P5,WD,,,,35707013,,,
101274,,L,2025-H1,SO,HH,P3,PC,,,,14109849,,,
101274,,L,2025-H1,SO,NH,P2,PC,,,,39655120,,,
101274,,L,2025-H1,SO,PB,B1,PC,,,,33092044,,,
101274,,L,2025-H1,SO,PB,B1,PL,Flexible,,,33107653,,,
105398,,L,2025-H1,PF,NH,P4,PC,,,,33616092,,,
105398,,L,2025-H1,PF,NH,P4,PL,,,,42153911,,,
105398,,L,2025-H1,SO,HH,P1,PL,Flexible,,,27615599,,,
105398,,L,2025-H1,SO,HH,P1,PL,Rigid,,,44925363,,,
105398,,L,2025-H1,SO,NH,P2,PC,,,,12605687,,,
105398,,L,2025-H1,SO,NH,P2,PL,,,,42873309,,,
101931,109236,L,2025-H1,PF,NH,P2,PC,,,,36466874,,,
101931,109236,L,2025-H1,PF,NH,P4,PL,,,,1424119,,,
101931,109236,L,2025-H1,PF,NH,P4,ST,,,,25542222,,,
101931,109236,L,2025-H1,PF,NH,P4,WD,,,,40506290,,,
101931,109236,L,2025-H1,PF,RU,P5,WD,,,,15945786,,,
101931,109236,L,2025-H1,,OW,O2,PC,,EN,,32829595,,,
101931,109236,L,2025-H1,,OW,O2,PC,,EN,SC,32829595,,,
101931,109236,L,2025-H1,,OW,O2,ST,,EN,,33126724,,,
101931,109236,L,2025-H1,,OW,O2,PL,,EN,,3859890,,,
101931,109236,L,2025-H1,,OW,O2,PL,,EN,SC,3859890,,,
101931,109236,L,2025-H1,,OW,O2,WD,,EN,,48816675,,,
101931,109236,L,2025-H1,,OW,O2,WD,,EN,SC,48816675,,,
101931,109236,L,2025-H1,IM,NH,P1,PC,,,,38479913,,,
101931,109236,L,2025-H1,IM,NH,P1,PL,,,,38277489,,,
101931,109236,L,2025-H1,IM,NH,P1,ST,,,,48188554,,,
101931,109236,L,2025-H1,IM,NH,P1,WD,,,,41441392,,,
101737,,L,2025-H1,PF,HH,P1,PC,,,,24315065,,,R
101737,,L,2025-H1,PF,HH,P1,PL,Flexible,,,2418228,,,R
101737,,L,2025-H1,PF,NH,P1,PC,,,,48378941,,,
101737,,L,2025-H1,PF,NH,P1,PL,,,,2722360,,,
101737,,L,2025-H1,PF,NH,P2,PC,,,,11976431,,,
101737,,L,2025-H1,PF,NH,P2,PL,,,,29461216,,,
101737,,L,2025-H1,PF,NH,P4,PC,,,,28144901,,,
101737,,L,2025-H1,PF,NH,P4,PL,,,,40685520,,,
101737,,L,2025-H1,PF,NH,P4,WD,,,,33005621,,,
101737,,L,2025-H1,PF,RU,P5,WD,,,,3300250,,,
101737,,L,2025-H1,SO,NH,P2,PL,,,,32339087,,,
101737,,L,2025-H1,SO,NH,P4,PL,,,,31153578,,,
100655,,L,2025-H1,IM,NH,P1,PC,,,,4174457,,,
100655,,L,2025-H1,IM,NH,P1,PL,,,,45945582,,,
100655,,L,2025-H1,IM,NH,P4,PC,,,,5049349,,,
100655,,L,2025-H1,IM,NH,P4,PL,,,,9565031,,,
100655,,L,2025-H1,IM,NH,P4,WD,,,,17589359,,,
100655,,L,2025-H1,IM,RU,P5,WD,,,,48986232,,,
100655,,L,2025-H1,SO,NH,P1,PC,,,,19017433,,,
100655,,L,2025-H1,SO,NH,P1,PL,,,,27795744,,,
100655,,L,2025-H1,SO,NH,P4,PC,,,,33014913,,,
104617,,L,2025-H1,IM,NH,P2,PC,,,,36323870,,,
104617,,L,2025-H1,IM,NH,P4,OT,Rubber,,,8252756,,,
104617,,L,2025-H1,IM,NH,P4,PL,,,,34065257,,,
104617,,L,2025-H1,PF,HH,P3,PC,,,,48014201,,,G
104617,,L,2025-H1,SO,HH,P1,PC,,,,17813363,,,G
104617,,L,2025-H1,SO,HH,P1,PL,Rigid,,,27317730,,,G
102122,,L,2025-H1,PF,PB,B1,AL,,,,13148205,,,G
102122,,L,2025-H1,PF,PB,B1,FC,,,,25983407,,,R
102122,,L,2025-H1,PF,PB,B1,PC,,,,26184624,,,R
102122,,L,2025-H1,PF,PB,B1,PC,,,,38424424,,,G
102122,,L,2025-H1,PF,PB,B1,PL,Flexible,,,36571201,,,R
102122,,L,2025-H1,PF,PB,B1,PL,Rigid,,,12718003,,,G
102122,,L,2025-H1,SO,NH,P1,PC,,,,39197116,,,
102122,,L,2025-H1,SO,NH,P1,PL,,,,14811854,,,
102122,,L,2025-H1,SO,PB,B1,FC,,,,31295496,,,R
102122,,L,2025-H1,SO,PB,B1,PC,,,,25923088,,,R
102122,,L,2025-H1,SO,PB,B1,PC,,,,45819309,,,G
102122,,L,2025-H1,SO,PB,B1,PL,Flexible,,,41102384,,,R
102122,,L,2025-H1,SO,PB,B1,PL,Rigid,,,35553602,,,R
102122,,L,2025-H1,SO,PB,B1,PL,Rigid,,,3560561,,,G
107819,,L,2025-H1,IM,HH,P1,PC,,,,12945263,,,
107819,,L,2025-H1,IM,HH,P1,PL,Flexible,,,20251337,,,
107819,,L,2025-H1,IM,HH,P1,PL,Rigid,,,38775167,,,
107819,,L,2025-H1,IM,HH,P1,ST,,,,49448382,,,
107819,,L,2025-H1,IM,NH,P1,PC,,,,35236924,,,
107819,,L,2025-H1,IM,NH,P1,PL,,,,27004738,,,
107819,,L,2025-H1,IM,NH,P1,ST,,,,1335455,,,
107819,,L,2025-H1,IM,NH,P2,PC,,,,20852705,,,
107819,,L,2025-H1,IM,NH,P2,PL,,,,23282008,,,
107819,,L,2025-H1,IM,NH,P4,PL,,,,6817428,,,
107819,,L,2025-H1,IM,NH,P4,WD,,,,4341310,,,
107819,,L,2025-H1,IM,RU,P5,WD,,,,31928274,,,
107819,,L,2025-H1,SO,HH,P1,PC,,,,5939385,,,
107819,,L,2025-H1,SO,HH,P1,PL,Flexible,,,30630680,,,
107819,,L,2025-H1,SO,HH,P1,PL,Rigid,,,20656272,,,
107819,,L,2025-H1,SO,HH,P1,ST,,,,25763564,,,
107819,,L,2025-H1,SO,NH,P1,PC,,,,37873251,,,
107819,,L,2025-H1,SO,NH,P1,PL,,,,48607817,,,
107819,,L,2025-H1,SO,NH,P1,ST,,,,15420933,,,
105912,,L,2025-H1,IM,NH,P1,PC,,,,10073332,,,
105912,,L,2025-H1,IM,NH,P1,PL,,,,13031566,,,
105912,,L,2025-H1,IM,NH,P4,PL,,,,12793529,,,
105912,,L,2025-H1,IM,NH,P4,WD,,,,38612150,,,
105912,,L,2025-H1,IM,RU,P5,WD,,,,42070902,,,
105912,,L,2025-H1,PF,NH,P2,PL,,,,24806930,,,
105912,,L,2025-H1,SE,PB,B1,PC,,,,42201478,,,
105912,,L,2025-H1,SO,HH,P1,PC,,,,49520730,,,
105912,,L,2025-H1,SO,NH,P1,PC,,,,49805087,,,
105912,,L,2025-H1,SO,NH,P1,PL,,,,25018292,,,
105912,,L,2025-H1,SO,NH,P2,PC,,,,30886906,,,
105912,,L,2025-H1,SO,NH,P2,PL,,,,6714543,,,
100663,,L,2025-H1,PF,NH,P2,PC,,,,43619671,,,
100663,,L,2025-H1,PF,NH,P4,PL,,,,21449102,,,
100663,,L,2025-H1,SO,HH,P1,PC,,,,31763416,,,G
100663,,L,2025-H1,SO,HH,P1,PL,Flexible,,,3283370,,,R
100663,,L,2025-H1,SO,NH,P2,PC,,,,49719396,,,
100663,,L,2025-H1,,OW,O2,PC,,EN,,33474538,,,
103894,,L,2025-H1,IM,NH,P1,PC,,,,48215455,,,
103894,,L,2025-H1,IM,NH,P4,PL,,,,7359774,,,
103894,,L,2025-H1,PF,NH,P1,PL,,,,25458597,,,
103894,,L,2025-H1,PF,NH,P4,PL,,,,21396275,,,
103894,,L,2025-H1,SO,HH,P1,PC,,,,33080871,,,
103894,,L,2025-H1,SO,HH,P1,PL,Flexible,,,35581571,,,
103894,,L,2025-H1,SO,HH,P1,PL,Rigid,,,49765081,,,
107747,,L,2025-H1,IM,NH,P2,PC,,,,19372951,,,
107747,,L,2025-H1,IM,NH,P4,PL,,,,2795403,,,
107747,,L,2025-H1,IM,NH,P4,WD,,,,660559,,,
107747,,L,2025-H1,IM,RU,P5,WD,,,,9733645,,,
101631,,L,2025-H1,IM,NH,P4,PC,,,,20367793,,,
101631,,L,2025-H1,IM,NH,P4,PL,,,,5514346,,,
101631,,L,2025-H1,IM,NH,P4,WD,,,,2972452,,,
101631,,L,2025-H1,IM,RU,P5,WD,,,,9534682,,,
101631,,L,2025-H1,PF,NH,P4,OT,Rubber,,,43119036,,,
101631,,L,2025-H1,PF,NH,P4,PC,,,,10734856,,,
101631,,L,2025-H1,PF,NH,P4,PL,,,,29681826,,,
101631,,L,2025-H1,PF,NH,P4,WD,,,,25268029,,,
101631,,L,2025-H1,PF,RU,P5,WD,,,,34816771,,,
101631,,L,2025-H1,SO,HH,P1,AL,,,,6108174,,,
101631,,L,2025-H1,SO,HH,P1,OT,Jute,,,4794248,,,
101631,,L,2025-H1,SO,HH,P1,PC,,,,5880960,,,
101631,,L,2025-H1,SO,HH,P1,PL,Flexible,,,20175756,,,
101631,,L,2025-H1,SO,HH,P1,PL,Rigid,,,2754325,,,
101631,,L,2025-H1,SO,HH,P1,ST,,,,15617438,,,
101631,,L,2025-H1,SO,NH,P1,AL,,,,2792631,,,
101631,,L,2025-H1,SO,NH,P1,OT,Jute,,,19032126,,,
101631,,L,2025-H1,SO,NH,P1,PC,,,,20760007,,,
101631,,L,2025-H1,SO,NH,P1,PL,,,,8702783,,,
101631,,L,2025-H1,SO,NH,P1,ST,,,,18696237,,,
101631,,L,2025-H1,SO,NH,P1,WD,,,,35999056,,,
101631,,L,2025-H1,SO,NH,P2,PC,,,,5140009,,,
101631,,L,2025-H1,SO,NH,P2,PL,,,,6024662,,,
101631,,L,2025-H1,SO,NH,P2,ST,,,,17228115,,,
101631,,L,2025-H1,,OW,O2,PC,,EN,,16264959,,,
101631,,L,2025-H1,,OW,O2,ST,,EN,,553643,,,
101631,,L,2025-H1,,OW,O2,PL,,EN,,39118467,,,
101631,,L,2025-H1,,OW,O2,WD,,EN,,20340676,,,
101631,,L,2025-H1,,OW,O2,OT,Ceramic,EN,,11092756,,,
114075,,L,2025-H1,IM,NH,P4,PL,,,,19482231,,,
114075,,L,2025-H1,IM,NH,P4,WD,,,,24052176,,,
114075,,L,2025-H1,IM,RU,P5,WD,,,,43473298,,,
114075,,L,2025-H1,SO,NH,P1,PC,,,,17265079,,,
114075,,L,2025-H1,SO,NH,P1,PL,,,,41232223,,,
114075,,L,2025-H1,SO,NH,P2,PC,,,,27888759,,,
114075,,L,2025-H1,SO,NH,P2,PL,,,,42344950,,,
114075,,L,2025-H1,SO,NH,P4,PC,,,,22107209,,,
114075,,L,2025-H1,SO,NH,P4,PL,,,,28946152,,,
114075,,L,2025-H1,IM,NH,P1,PC,,,,254937,,,
114075,,L,2025-H1,IM,NH,P1,PL,,,,20386806,,,
114075,,L,2025-H1,IM,NH,P2,PC,,,,601925,,,
114075,,L,2025-H1,IM,NH,P2,PL,,,,4969158,,,
114075,,L,2025-H1,IM,NH,P4,PC,,,,15048699,,,
105962,,L,2025-H1,IM,NH,P1,PL,,,,28828393,,,
105962,,L,2025-H1,IM,NH,P2,PC,,,,11974714,,,
105962,,L,2025-H1,IM,NH,P4,PL,,,,21854957,,,
105962,,L,2025-H1,IM,NH,P4,WD,,,,36669481,,,
105962,,L,2025-H1,IM,RU,P5,WD,,,,8708799,,,
105962,,L,2025-H1,PF,NH,P4,PC,,,,7348364,,,
105962,,L,2025-H1,PF,NH,P4,PL,,,,15723936,,,
105962,,L,2025-H1,SO,HDC,,PL,,,,32106200,74445,,
105962,,L,2025-H1,SO,HH,P1,AL,,,,37172900,,,
105962,,L,2025-H1,SO,HH,P1,PC,,,,38306032,,,
105962,,L,2025-H1,SO,HH,P1,PL,Flexible,,,28709687,,,
105962,,L,2025-H1,SO,HH,P1,PL,Rigid,,,40357454,,,
105962,,L,2025-H1,SO,NDC,,PL,,,,5592327,52423,,
105962,,L,2025-H1,SO,NH,P1,AL,,,,29351011,,,
105962,,L,2025-H1,SO,NH,P1,PC,,,,30029221,,,
105962,,L,2025-H1,SO,NH,P1,PL,,,,8412049,,,
105962,,L,2025-H1,SO,NH,P2,PC,,,,17911373,,,
105962,,L,2025-H1,SO,NH,P2,PL,,,,8808422,,,
107486,,L,2025-H1,IM,NH,P1,PC,,,,31074350,,,
107486,,L,2025-H1,IM,NH,P2,PC,,,,20549942,,,
107486,,L,2025-H1,IM,NH,P4,PC,,,,7000992,,,
107486,,L,2025-H1,IM,NH,P4,PL,,,,4646909,,,
107486,,L,2025-H1,IM,NH,P4,WD,,,,1726399,,,
107486,,L,2025-H1,IM,RU,P5,WD,,,,18659947,,,
107486,,L,2025-H1,PF,NH,P1,PC,,,,3292725,,,
107486,,L,2025-H1,PF,NH,P2,PC,,,,10204427,,,
108066,,L,2025-H1,IM,HH,P1,PC,,,,18476252,,,
108066,,L,2025-H1,IM,HH,P1,PL,Flexible,,,42499465,,,
108066,,L,2025-H1,IM,NH,P2,PC,,,,14305732,,,
108066,,L,2025-H1,IM,NH,P2,PL,,,,35948689,,,
108066,,L,2025-H1,IM,NH,P4,PC,,,,32617534,,,
108066,,L,2025-H1,IM,NH,P4,PL,,,,8765165,,,
108066,,L,2025-H1,IM,NH,P4,WD,,,,23664390,,,
108066,,L,2025-H1,IM,RU,P5,WD,,,,41122497,,,
108066,,L,2025-H1,PF,HH,P1,PC,,,,2300593,,,
108066,,L,2025-H1,PF,HH,P3,PC,,,,46017242,,,
108066,,L,2025-H1,PF,HH,P3,PL,Flexible,,,40418876,,,
108066,,L,2025-H1,PF,HH,P3,PL,Rigid,,,39165924,,,
108066,,L,2025-H1,SO,HH,P1,PC,,,,22999873,,,
108066,,L,2025-H1,SO,HH,P3,OT,Corn Based Plastic,,,18514119,,,
102003,,L,2025-H1,IM,NH,P1,PL,,,,24335298,,,
102003,,L,2025-H1,IM,NH,P2,PC,,,,2972569,,,
102003,,L,2025-H1,IM,NH,P4,PC,,,,28963533,,,
102003,,L,2025-H1,IM,NH,P4,PL,,,,11504839,,,
102003,,L,2025-H1,PF,NH,P4,PL,,,,33616610,,,
106197,,L,2025-H1,SO,HH,P1,OT,Cork,,,20211440,,,
106197,,L,2025-H1,SO,HH,P1,OT,Cotton,,,14347721,,,
106197,,L,2025-H1,SO,HH,P1,PC,,,,26491988,,,
106197,,L,2025-H1,SO,HH,P1,PL,Rigid,,,17162061,,,
106197,,L,2025-H1,SO,HH,P1,WD,,,,24422966,,,
106197,,L,2025-H1,SO,HH,P3,PC,,,,15271717,,,
106197,,L,2025-H1,SO,NDC,,GL,,,,6289294,8211,,
106197,,L,2025-H1,SO,NDC,,PL,,,,19437685,184325,,
106197,,L,2025-H1,SO,NH,P1,AL,,,,42649011,,,
106197,,L,2025-H1,SO,NH,P1,FC,,,,15426096,,,
106197,,L,2025-H1,SO,NH,P1,OT,Cork,,,17527376,,,
106197,,L,2025-H1,SO,NH,P1,PC,,,,32167350,,,
106197,,L,2025-H1,SO,NH,P1,PL,,,,35152370,,,
106197,,L,2025-H1,SO,NH,P1,WD,,,,22782716,,,
106197,,L,2025-H1,SO,NH,P2,PC,,,,532158,,,
106197,,L,2025-H1,SO,NH,P2,PL,,,,3537227,,,
106197,,L,2025-H1,,OW,O2,PC,,EN,,2330248,,,
106197,,L,2025-H1,,OW,O2,PL,,EN,,17785819,,,
101992,,L,2025-H1,PF,NH,P1,PL,,,,42045766,,,
101992,,L,2025-H1,PF,NH,P4,PL,,,,30581653,,,
101992,,L,2025-H1,PF,NH,P4,ST,,,,5961176,,,
101992,,L,2025-H1,PF,NH,P4,WD,,,,40918127,,,
101992,,L,2025-H1,PF,RU,P5,WD,,,,35752996,,,
108544,,L,2025-H1,IM,NH,P1,PL,,,,14542453,,,
108544,,L,2025-H1,IM,NH,P1,ST,,,,3339497,,,
108544,,L,2025-H1,IM,NH,P4,PL,,,,8050401,,,
108544,,L,2025-H1,IM,NH,P4,WD,,,,7487392,,,
108544,,L,2025-H1,IM,RU,P1,PL,,,,7138962,,,
108544,,L,2025-H1,IM,RU,P1,ST,,,,3983518,,,
